292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
292,292,287,292,287,292,287,292,292,292,292,287,287,292,287,292,287,292,292,287,292,292,292,292,287,287,287,287,292,292,287,292,287,292,287,287,287,287,292,287,287,287,287,292,287,292,287,292,292,292,287,287,287,287,287,287,287,287,292,287,287,292,287,287,287,287,287,292,292,287,292,292,287,292,292,287,287,292,287,292,287,292,292,287,292,287,287,287,287,287,292,292,287,292,287,287,292,287,292,292,287,287,292,287,287,287,292,287,292,287,292,292,287,292,287,292,287,287,287
